productId,title,description,imageUrlStr,mrp,price,productUrl,categories,productBrand,deliveryTime,inStock,codAvailable,emiAvailable,offers,discount,cashBack,size,color,sizeUnit,sizeVariants,colorVariants,styleCode
MOBDJ7CBTFUZMDGU,"XOLO B700 Black, 4 GB","<p> Simple and streamlined but packed with power and presence, XOLO launches yet another smartphone that fixes your craving for Android goodness. The<strong> XOLO B700</strong>&nbsp;touchphone is dual GSM SIM enabled and runs on an Android v4.0.4 Ice Cream Sandwich operating system. The <strong>1 GHz dual core processor backed by a 512 MB RAM</strong> gives you ample speed when you multitask. The phone comes with&nbsp;<strong>PowerVR SGX 531 dedicated graphics</strong>&nbsp;that renders 21 million triangles/sec making every slash and every spill of your favorite game come alive.&nbsp;</p> <p> The B700 reveals clarity of visuals on its <strong>4.3 inch qHD capacitive touchscreen</strong> with a resolution of 540 x 960 pixels and a color depth of 16 M. The <strong>IPS display</strong> on the XOLO phone allows you to view your pictures with clarity, sharpness and a brightness that does not fail to dazzle. This XOLO smartphone ensures that all pictures clicked on the <strong>5 megapixel primary camera with the LED flash</strong> or the 0.3 megapixel camera are of optimum quality with tools like auto and touch focus to aid you. The phone also supports 720 x 1280 HD recording at 30 frames per second.</p> <p> <strong>Design</strong></p> <p> The broad and bold candy-bar that is the XOLO B700 makes an impact with its stately presence. Muted yet stylish, the phone unobtrusively packs the <strong>3.5 mm audio jack</strong> on the top and the camera on the top portion of the back panel. What makes a phone truly smart is its ability to sense the user&rsquo;s needs for which the B700 comes armed with a range of sensors like <strong>magnetometer, accelerometer, proximity sensor and an ambient light sensor</strong>, all of which ensure that the phone is perceptive to your requirements.</p> <p> <strong>Storage and Battery</strong></p> <p> This phone from XOLO comes with an <strong>inbuilt memory of 4 GB</strong> which can be expanded up to 32 GB with a microSD card; all your media that you just cannot live without, finds a place in the XOLO B700. A <strong>3450 mAh battery</strong> powers the smartphone which is capable of giving you 23 hours of talk time on 2G and up to a massive 380 hours of standby on 2G.</p> <p> <strong>Connectivity and Features</strong></p> <p> The XOLO B700 comes enabled with connectivity options like <strong>3G and Wi-Fi </strong>to ensure that you are always in touch with everything that goes on in the virtual world. The phone can be connected to your computer through the microUSB and allows you to transfer music or videos to and from compatible devices via bluetooth as well. Overall, the XOLO B700 is a power packed Android phone that is sure to warrant more than just casual attention.</p>","http://img5a.flixcart.com/image/mobile/d/g/u/xolo-b700-400x400-imadjbrkzvfdwqpa.jpeg,http://img5a.flixcart.com/image/mobile/d/g/u/xolo-b700-275x275-imadjbrkzvfdwqpa.jpeg,http://img6a.flixcart.com/image/mobile/d/g/u/xolo-b700-75x75-imadjbrkzvfdwqpa.jpeg,http://img5a.flixcart.com/image/mobile/d/g/u/xolo-b700-125x125-imadjbrkzvfdwqpa.jpeg,http://img5a.flixcart.com/image/mobile/d/g/u/xolo-b700-40x40-imadjbrkzvfdwqpa.jpeg,http://img6a.flixcart.com/image/mobile/d/g/u/xolo-b700-1100x1100-imadjbrkzvfdwqpa.jpeg,http://img5a.flixcart.com/image/mobile/d/g/u/xolo-b700-100x100-imadjbrkzvfdwqpa.jpeg,http://img5a.flixcart.com/image/mobile/d/g/u/xolo-b700-200x200-imadjbrkzvfdwqpa.jpeg,http://img5a.flixcart.com/image/mobile/d/g/u/xolo-b700-original-imadjbrkzvfdwqpa.jpeg","9999.0,INR",5989,http://dl.flipkart.com/dl/xolo-b700/p/itmdj7d3rebkkqes?pid=MOBDJ7CBTFUZMDGU,Mobiles & Accessories>Mobiles,XOLO,,TRUE,TRUE,FALSE,"[{""title"":""""}]",0,"0.0,INR",,Black,,[],,
MOBDN48ZPEKXHMCY,"Lenovo A800 Black, 4 GB",,"http://img5a.flixcart.com/image/mobile/m/c/y/lenovo-a800-400x400-imadn4963dgzeybv.jpeg,http://img6a.flixcart.com/image/mobile/m/c/y/lenovo-a800-275x275-imadn4963dgzeybv.jpeg,http://img6a.flixcart.com/image/mobile/m/c/y/lenovo-a800-75x75-imadn4963dgzeybv.jpeg,http://img5a.flixcart.com/image/mobile/m/c/y/lenovo-a800-125x125-imadn4963dgzeybv.jpeg,http://img5a.flixcart.com/image/mobile/m/c/y/lenovo-a800-40x40-imadn4963dgzeybv.jpeg,http://img6a.flixcart.com/image/mobile/m/c/y/lenovo-a800-100x100-imadn4963dgzeybv.jpeg,http://img5a.flixcart.com/image/mobile/m/c/y/lenovo-a800-200x200-imadn4963dgzeybv.jpeg,http://img5a.flixcart.com/image/mobile/m/c/y/lenovo-a800-original-imadn4963dgzeybv.jpeg","12429.0,INR",5990,http://dl.flipkart.com/dl/lenovo-a800/p/itmdn49yvz6shsn7?pid=MOBDN48ZPEKXHMCY,Mobiles & Accessories>Mobiles,Lenovo,,TRUE,TRUE,FALSE,"[{""title"":""""}]",0,"0.0,INR",,Black,,[],,
MOBDSCC4AAGNVUEH,Belkin Wi-Fi Phone for Skype Black,"The Belkin Wi-Fi Phone for Skype doesnt require a PC and will work anywhere in the world where you can connect to a Wi-Fi network. Can be used at home, in the office, at a cafe or at a municipal wireless access point that is compatible and does not require browser-based authentication.","http://img5a.flixcart.com/image/mobile/u/e/h/belkin-skype-v1000-400x400-imadse6rfmwmn36m.jpeg,http://img6a.flixcart.com/image/mobile/u/e/h/belkin-skype-v1000-275x275-imadse6rfmwmn36m.jpeg,http://img6a.flixcart.com/image/mobile/u/e/h/belkin-skype-v1000-75x75-imadse6rfmwmn36m.jpeg,http://img6a.flixcart.com/image/mobile/u/e/h/belkin-skype-v1000-125x125-imadse6rfmwmn36m.jpeg,http://img5a.flixcart.com/image/mobile/u/e/h/belkin-skype-v1000-40x40-imadse6rfmwmn36m.jpeg,http://img6a.flixcart.com/image/mobile/u/e/h/belkin-skype-v1000-100x100-imadse6rfmwmn36m.jpeg,http://img6a.flixcart.com/image/mobile/u/e/h/belkin-skype-v1000-200x200-imadse6rfmwmn36m.jpeg,http://img5a.flixcart.com/image/mobile/u/e/h/belkin-skype-v1000-original-imadse6rfmwmn36m.jpeg","9712.0,INR",5990,http://dl.flipkart.com/dl/belkin-wi-fi-phone-skype/p/itmdscc5dvftyx2p?pid=MOBDSCC4AAGNVUEH,Mobiles & Accessories>Mobiles,Belkin,,TRUE,TRUE,FALSE,"[{""title"":""""}]",0,"0.0,INR",,Black,cm,[],,
MOBDE2T6VMMTR8FH,Nokia Asha 305 Silver White,"<p style=text-align: justify; > The Nokia Asha 305 is a budget smartphone for the masses. The phone comes in a bar shape and possesses a nominal 32 MB of RAM. The <strong>Nokia Asha 305 has a dual SIM GSM + GSM</strong> functionality for those users who travel extensively or simply for those users who keep separate SIM cards for work and personal use.</p> <p style=text-align: justify; > The screen on the phone is a<strong> 3-inch LCD resistive Touchscreen</strong> which gives a tactile feedback, which is the vibration felt by the user when a button is tapped. A resistive touchscreen is made of 3 layers and requires you to put pressure on it to sense the area of touch. The resistive touchscreen works with any pointing device like a stylus, a pen, or even your nail. The use of a pointing device makes the touchscreen usage more accurate.</p> <p style=text-align: justify; > The Asha 305 possesses a <strong>2 megapixel camera</strong> that comes with a digital zoom. The camera doubles up to allow video recording as well. It features tools such as White Balance, Auto Exposure and Image Editor which effectively simplify the usability of the camera.</p> <p style=text-align: justify; > <strong>Design</strong></p> <p style=text-align: justify; > The <strong>Nokia Asha 305</strong> is a sleek looking smartphone with stylishly cut edges. The dimensions of the phone are 53.8 x 110.3 x 12.8 mm. Hence, with a thickness of 12.8 mm, the phone is quite thin and fits well into the palm of the hand. The phone weighs in at an extremely light 98 g.</p> <p style=text-align: justify; > <strong>Storage and Battery</strong></p> <p style=text-align: justify; > The <strong>Nokia Asha 305 </strong>comes with a nominal 10 MB of internal memory which can be expanded to up to 32 GB using a micro SD card. The device is backed up by a 64 MB ROM as well. This Nokia mobile is powered by a 1110 mAh Li-Ion battery that commits to up to <strong>14 hours of continuous talktime</strong> when used on the 2G network.</p> <p style=text-align: justify; > <strong>Connectivity and Features</strong></p> <p style=text-align: justify; > This small device is packed to the brim with connectivity features. It comes with a pre-installed WAP browser and possesses <strong>GPRS and EDGE technology </strong>to surf the internet on the 2G network. Additionally, files and documents can be exchanged over the phone&rsquo;s <strong>micro USB port or via the Bluetooth</strong> function of the device. The phone also features a navigating tool in the form of Nokia Maps which uses GPS support.</p> <p style=text-align: justify; > The Nokia Asha 305 also caters to the entertainment needs of the user. It contains a music player, a video player as well as an FM radio to listen to your favourite station on the move.</p> <p style=text-align: justify; > The Asha 305 contains useful apps that come bundled into the phone such as World Clock, Organizer and Picture Messaging. It also contains social networking apps such as Gmail, Google Talk, MySpace and Windows Live Messenger which make this phone a highly useful buy.</p>","http://img6a.flixcart.com/image/mobile/8/f/h/nokia-asha-305-400x400-imade3u8dcqms88a.jpeg,http://img5a.flixcart.com/image/mobile/8/f/h/nokia-asha-305-275x275-imade3u8dcqms88a.jpeg,http://img6a.flixcart.com/image/mobile/8/f/h/nokia-asha-305-75x75-imade3u8dcqms88a.jpeg,http://img5a.flixcart.com/image/mobile/8/f/h/nokia-asha-305-125x125-imade3u8dcqms88a.jpeg,http://img5a.flixcart.com/image/mobile/8/f/h/nokia-asha-305-40x40-imade3u8dcqms88a.jpeg,http://img6a.flixcart.com/image/mobile/8/f/h/nokia-asha-305-100x100-imade3u8dcqms88a.jpeg,http://img6a.flixcart.com/image/mobile/8/f/h/nokia-asha-305-200x200-imade3u8dcqms88a.jpeg,http://img5a.flixcart.com/image/mobile/8/f/h/nokia-asha-305-original-imade3u8dcqms88a.jpeg","6999.0,INR",5999,http://dl.flipkart.com/dl/nokia-asha-305/p/itme6g3qpetgmfcx?pid=MOBDE2T6VMMTR8FH,Mobiles & Accessories>Mobiles,Nokia,,TRUE,TRUE,FALSE,"[{""title"":""""}]",0,"0.0,INR",,Silver White,,[MOBDBGAUAK5SHHZD],[MOBDBGAUAK5SHHZD],
MOBDFFAXGYSAHJE4,"Lenovo Arizona S560 Blue, 4 GB",,"http://img6a.flixcart.com/image/mobile/j/e/4/lenovo-s560-400x400-imadffewsuy359uk.jpeg,http://img5a.flixcart.com/image/mobile/j/e/4/lenovo-s560-75x75-imadffewsuy359uk.jpeg,http://img5a.flixcart.com/image/mobile/j/e/4/lenovo-s560-275x275-imadffewsuy359uk.jpeg,http://img6a.flixcart.com/image/mobile/j/e/4/lenovo-s560-125x125-imadffewsuy359uk.jpeg,http://img6a.flixcart.com/image/mobile/j/e/4/lenovo-s560-40x40-imadffewsuy359uk.jpeg,http://img5a.flixcart.com/image/mobile/j/e/4/lenovo-s560-100x100-imadffewsuy359uk.jpeg,http://img6a.flixcart.com/image/mobile/j/e/4/lenovo-s560-200x200-imadffewsuy359uk.jpeg,http://img5a.flixcart.com/image/mobile/j/e/4/lenovo-s560-original-imadffewsuy359uk.jpeg","14499.0,INR",5999,http://dl.flipkart.com/dl/lenovo-arizona-s560/p/itmdffbehqgmrhfg?pid=MOBDFFAXGYSAHJE4,Mobiles & Accessories>Mobiles,Lenovo,,TRUE,TRUE,FALSE,"[{""title"":""""}]",0,"0.0,INR",,Blue,,[],,
MOBDKESQJCDVDXN7,"Samsung S6812 - Galaxy Fame Metallic Blue, 4 GB","<p> The Galaxy series is well within the range of all those who want to reach for it and the Fame S6812 model by Samsung is no different.<br /> At a price range that is wallet-friendly, the phone is a robust little device with 3.5 inches of display. The candy bar design of the phone makes it easy for users to hold and operate the phone with ease as well.</p> <p> <strong>Stunning Performance</strong></p> <p> The phone runs on the Android v4.1 Jelly Bean OS that is both smooth during transitions and intuitive in performance. The 1 GHz processor is highly efficient for multitasking with the 512 MB of RAM that it possesses.</p> <p> <strong>Motion UI</strong></p> <p> With sensors implanted to detect motion, you can use the Motion UI to perform simple functions with just a gesture like turning the phone face down to put it on mute and such.</p> <p> <strong>Change Display</strong></p> <p> This feature on the Fame allows you to share the display of the phone with other supported devices via Wi-fi allowing you to be mobile all the time. The feature comes in handy especially during those times when you need to present a Powerpoint at a moment&rsquo;s notice.</p> <p> <strong>Integrated with Cloud Technology</strong></p> <p> You can easily store all your data in a cloud via the Galaxy Fame to ensure that you never lose precious pictures or important documents ever.</p>","http://img6a.flixcart.com/image/mobile/x/n/7/samsung-s6812-400x400-imadkesvfgx3rztr.jpeg,http://img5a.flixcart.com/image/mobile/x/n/7/samsung-s6812-75x75-imadkesvfgx3rztr.jpeg,http://img5a.flixcart.com/image/mobile/x/n/7/samsung-s6812-275x275-imadkesvfgx3rztr.jpeg,http://img6a.flixcart.com/image/mobile/x/n/7/samsung-s6812-125x125-imadkesvfgx3rztr.jpeg,http://img6a.flixcart.com/image/mobile/x/n/7/samsung-s6812-40x40-imadkesvfgx3rztr.jpeg,http://img5a.flixcart.com/image/mobile/x/n/7/samsung-s6812-1100x1100-imadkesvfgx3rztr.jpeg,http://img5a.flixcart.com/image/mobile/x/n/7/samsung-s6812-100x100-imadkesvfgx3rztr.jpeg,http://img6a.flixcart.com/image/mobile/x/n/7/samsung-s6812-200x200-imadkesvfgx3rztr.jpeg,http://img5a.flixcart.com/image/mobile/x/n/7/samsung-s6812-original-imadkesvfgx3rztr.jpeg","10900.0,INR",5999,http://dl.flipkart.com/dl/samsung-s6812-galaxy-fame/p/itme6g492r4bwagz?pid=MOBDKESQJCDVDXN7,Mobiles & Accessories>Mobiles,Samsung,,TRUE,TRUE,FALSE,"[{""title"":""""}]",0,"0.0,INR",,Metallic Blue,,[MOBDKESQQEMZXG2H],[MOBDKESQQEMZXG2H],
MOBDNGR9GZXRGDB7,"XOLO A500S Black, 4 GB","<p> A smartphone that doubles as an everyday companion and a full time entertainer when you need it to be, XOLO offers the A500S that packs a definite punch that you will not soon let go of.</p> <p> <strong>Smooth and speedy performance</strong></p> <p> For all those times you need an app to launch fast, the GPS to work well and multitask without the phone crashing, the XOLO smartphone packs a 1.3 GHz Dual Core CPU and Mali 400 MP GPU that not only lessens lag but also provides an immersive gaming experience. With ample battery backup provided by the 1400 mAh powerhouse, the phone is sure to make itself indispensable in your life.&nbsp;</p> <p> <strong>233 PPI display</strong></p> <p> With a 4 inch TFT touchscreen that comes with a pixel density of 233 ppi, the wide resolution, the phone makes everything seem close to reality - crisp, sharp and stunning. Bring your favourite music video to life or just be mesmerized by the clarity of your wallpaper &ndash; the phone shows you what is rather than a projection of it.</p> <p> <strong>X-Themes</strong></p> <p> Customize your phone to be uniquely yours, a device that reflects your moods with a plethora of themes that comes with the smartphone. You can also download compatible ones from online.</p> <p> <strong>XOLO Secure</strong></p> <p> Even if the unscrupulous manage to get their hands on your XOLO A500S, prevent loss of data and recover the device easily as XOLO Secure backs everything up including the thief&rsquo;s call logs, SMS and such and also tracks it remotely to let you know the exact location so that you can retrieve it.</p>","http://img6a.flixcart.com/image/mobile/d/b/7/xolo-a500s-400x400-imadngw6yzmhjghq.jpeg,http://img6a.flixcart.com/image/mobile/d/b/7/xolo-a500s-275x275-imadngw6yzmhjghq.jpeg,http://img5a.flixcart.com/image/mobile/d/b/7/xolo-a500s-75x75-imadngw6yzmhjghq.jpeg,http://img5a.flixcart.com/image/mobile/d/b/7/xolo-a500s-125x125-imadngw6yzmhjghq.jpeg,http://img6a.flixcart.com/image/mobile/d/b/7/xolo-a500s-40x40-imadngw6yzmhjghq.jpeg,http://img5a.flixcart.com/image/mobile/d/b/7/xolo-a500s-1100x1100-imadngw6yzmhjghq.jpeg,http://img5a.flixcart.com/image/mobile/d/b/7/xolo-a500s-100x100-imadngw6yzmhjghq.jpeg,http://img6a.flixcart.com/image/mobile/d/b/7/xolo-a500s-200x200-imadngw6yzmhjghq.jpeg,http://img5a.flixcart.com/image/mobile/d/b/7/xolo-a500s-original-imadngw6yzmhjghq.jpeg","6990.0,INR",5999,http://dl.flipkart.com/dl/xolo-a500s/p/itme739gdrxqfy9m?pid=MOBDNGR9GZXRGDB7,Mobiles & Accessories>Mobiles,XOLO,,TRUE,TRUE,FALSE,"[{""title"":""Buy Mobiles along with CasesAndCovers and get 10% off on CasesAndCovers""}]",0,"0.0,INR",,Black,,"[MOBDPHRAN4TXB4FV, MOBDQHKS8WUH8ZNT, MOBDRUHHZ4KESBJQ, MOBDZZYFUUZDGHTT]","[MOBDPHRAN4TXB4FV, MOBDQHKS8WUH8ZNT, MOBDRUHHZ4KESBJQ, MOBDZZYFUUZDGHTT]",
MOBDRBPJGZF8HWGS,"XOLO Q1000 Opus White, 4 GB","<p> Designed to let you flaunt the slim design, the Opus Q1000 is a smartphone from brand XOLO which has established itself for putting together great hardware with advanced software and presenting you with great performing phones that are well within your reach.</p> <p> <strong>Performance</strong></p> <p> The slim body of this XOLO device packs a powerful performer in the <strong>1.2 GHz Quad Core</strong> processor that is assisted by 1 GB RAM to ensure that app launches, games and even browsing through the phone is easier and faster. Multitasking is made quicker as well, allowing you to do more with less and unprecedented crashes and lags are a thing of the past. What&rsquo;s more, with 312 MHz graphics, games that you play are fast, furious, crisp and very responsive.</p> <p> An Android device through and through, the <strong>Jelly Bean v4.2</strong> gives you the freedom to personalize your phone while bringing small but very useful tweaks like bundled notifications, simpler interface and more accurate predictive input for a well-rounded and intuitive experience.</p> <p> <strong>Display</strong></p> <p> The Opus Q1000 sports a <strong>5 inch screen</strong> that is large enough to provide for immersive entertainment but small enough to still be portable. The FWVGA resolution screen comes with a color depth of 16M allowing for bright and crisp visuals and the IPS technology used ensures that there is no distortion, regardless of what angle you are viewing it from.</p> <p> <strong>Camera</strong></p> <p> Don&rsquo;t let memories pass you by without capturing them for you to reminisce about later &ndash; carry the XOLO Opus that is armed with a <strong>5 megapixel primary camera</strong> supported by LED flash to capture frames on the go. The device is also capable of HD video recording and sports a BSI sensor to ensure that even pictures in low-light conditions are bright and clear.</p> <p> The phone also has a 0.3 megapixel front camera to lend a face to your video chats.</p> <p> <strong>Battery and Storage</strong></p> <p> A 2000 mAh battery powers this XOLO device to give you up to <strong>11 hours of talktime</strong> on any 3G network. With 4 GB internal memory that can be extended up to 32 GB with a microSD card, the phone has enough space for all your apps, music and media without causing any restarts and crashes.</p> <p> <strong>Connectivity</strong></p> <p> With both <strong>Wi-Fi and 3G </strong>support, you can browse the net with good speed and stream videos as well. Transferring data is a cinch with the microUSB that you can use to connect to your PC and Bluetooth to share a favorite tune or an image with a friend.</p> <p> <strong>Sensors</strong></p> <p> The XOLO Opus Q1000 is armed with a variety of sensors to make it more intuitive to your needs &ndash; the accelerometer adjusts the screen orientation according to which way the phone is tilted, the proximity sensor detects when you are close by and dims the screen to avoid accidental touches and the ambient light sensor dulls and brightens the screen according to the surroundings to give you an optimized viewing experience.</p>","http://img6a.flixcart.com/image/mobile/w/g/s/xolo-opus-opus-q1000-400x400-imadrceb9gckqnmg.jpeg,http://img5a.flixcart.com/image/mobile/w/g/s/xolo-opus-opus-q1000-275x275-imadrceb9gckqnmg.jpeg,http://img6a.flixcart.com/image/mobile/w/g/s/xolo-opus-opus-q1000-75x75-imadrceb9gckqnmg.jpeg,http://img6a.flixcart.com/image/mobile/w/g/s/xolo-opus-opus-q1000-125x125-imadrceb9gckqnmg.jpeg,http://img6a.flixcart.com/image/mobile/w/g/s/xolo-opus-opus-q1000-40x40-imadrceb9gckqnmg.jpeg,http://img6a.flixcart.com/image/mobile/w/g/s/xolo-opus-opus-q1000-1100x1100-imadrceb9gckqnmg.jpeg,http://img5a.flixcart.com/image/mobile/w/g/s/xolo-opus-opus-q1000-100x100-imadrceb9gckqnmg.jpeg,http://img5a.flixcart.com/image/mobile/w/g/s/xolo-opus-opus-q1000-200x200-imadrceb9gckqnmg.jpeg,http://img6a.flixcart.com/image/mobile/w/g/s/xolo-opus-opus-q1000-original-imadrceb9gckqnmg.jpeg","9999.0,INR",5999,http://dl.flipkart.com/dl/xolo-q1000-opus/p/itmdrdqrgwdcams3?pid=MOBDRBPJGZF8HWGS,Mobiles & Accessories>Mobiles,XOLO,,TRUE,TRUE,FALSE,"[{""title"":""Buy Mobiles along with CasesAndCovers and get 10% off on CasesAndCovers""}]",0,"0.0,INR",,White,,[MOBDSPENNXTFUKGJ],[MOBDSPENNXTFUKGJ],
MOBDTHG6ECNAFGQA,"Micromax Canvas Elanza A93 Black Silver, 2.5 GB",,"http://img6a.flixcart.com/image/mobile/g/q/a/micromax-canvas-elanza-a93-400x400-imadtggqqumtgevs.jpeg,http://img6a.flixcart.com/image/mobile/g/q/a/micromax-canvas-elanza-a93-75x75-imadtggqqumtgevs.jpeg,http://img5a.flixcart.com/image/mobile/g/q/a/micromax-canvas-elanza-a93-275x275-imadtggqqumtgevs.jpeg,http://img5a.flixcart.com/image/mobile/g/q/a/micromax-canvas-elanza-a93-125x125-imadtggqqumtgevs.jpeg,http://img6a.flixcart.com/image/mobile/g/q/a/micromax-canvas-elanza-a93-40x40-imadtggqqumtgevs.jpeg,http://img5a.flixcart.com/image/mobile/g/q/a/micromax-canvas-elanza-a93-1100x1100-imadtggqqumtgevs.jpeg,http://img6a.flixcart.com/image/mobile/g/q/a/micromax-canvas-elanza-a93-100x100-imadtggqqumtgevs.jpeg,http://img5a.flixcart.com/image/mobile/g/q/a/micromax-canvas-elanza-a93-200x200-imadtggqqumtgevs.jpeg,http://img6a.flixcart.com/image/mobile/g/q/a/micromax-canvas-elanza-a93-original-imadtggqqumtgevs.jpeg","9999.0,INR",5999,http://dl.flipkart.com/dl/micromax-canvas-elanza-a93/p/itme5z8mpfqdhjkq?pid=MOBDTHG6ECNAFGQA,Mobiles & Accessories>Mobiles,Micromax,,TRUE,TRUE,FALSE,"[{""title"":""""}]",0,"0.0,INR",,Black Silver,,[],"[MOBDTHG6GMTZF3ET, MOBDTHG942AVHGAA]",
MOBDJEXHRU4FRD9D,"LG Optimus L3 II E435 Black, 4 GB","<p> Experience the melding of style with function in LG&rsquo;s latest offering to those who seek a budget smartphone. The candy bar dual GSM SIM LG Optimus L3 II E435 runs on an <strong>Android v4.1.2 Jelly Bean</strong> that has been customized with the Optimus 3.0 user interface for a better experience. The phone puts a 1 GHz processor to use that is backed up 512 MB of RAM.</p> <p> The 3.2 inch capacitive touch QVGA screen of the <strong>LG Optimus L3 II E435 </strong>boasts of a resolution of 320 x 240 pixels and 262 K colors to present you with colors which are crisp, clear and clean. The <strong>IPS display</strong> ensures that there is no distortion and you get better viewing angles as well.</p> <p> This LG offering comes with a <strong>3 megapixel primary camera </strong>that goes around with you to capture all those you think are worth capturing and reliving. The phone is capable of recording 640 x 480 resolution videos at the rate of 30 frames per second.</p> <p> <strong>Design and Connectivity</strong></p> <p> Slim, sleek and suave, the Optimus L3 II E435 is designed to impress and sure does warrant a second look. The body of the phone is laser cut and contoured to ensure that it fits snugly in your palm. This LG smartphone ensures that you always remain connected to the internet with options that you can choose from according to your own convenience. Apart from <strong>GPRS, EDGE and 3G </strong>for fast connectivity, the phone also supports Wi-Fi. Share files and media via the <strong>USB or bluetooth </strong>it to compatible devices. Make good use of the internet and use the phone to connect it to other devices by tethering it using the USB or a Wi-Fi hotspot.</p> <p> <strong>Storage and Battery</strong></p> <p> The phone runs on a&nbsp;<strong>Li-Ion 1540 mAh battery</strong> that can give you up to 7 hours of talk time on any 2G network, allowing for more mobility. The LG Optimus L3 II E435 comes with an inbuilt memory of 4 GB which can be <strong>extended up to 32 GB </strong>with a microSD card.</p>","http://img5a.flixcart.com/image/mobile/d/9/d/lg-optimus-l3-ii-e435-400x400-imadjexxechgepgs.jpeg,http://img6a.flixcart.com/image/mobile/d/9/d/lg-optimus-l3-ii-e435-275x275-imadjexxechgepgs.jpeg,http://img5a.flixcart.com/image/mobile/d/9/d/lg-optimus-l3-ii-e435-75x75-imadjexxechgepgs.jpeg,http://img6a.flixcart.com/image/mobile/d/9/d/lg-optimus-l3-ii-e435-125x125-imadjexxechgepgs.jpeg,http://img5a.flixcart.com/image/mobile/d/9/d/lg-optimus-l3-ii-e435-40x40-imadjexxechgepgs.jpeg,http://img6a.flixcart.com/image/mobile/d/9/d/lg-optimus-l3-ii-e435-1100x1100-imadjexxechgepgs.jpeg,http://img6a.flixcart.com/image/mobile/d/9/d/lg-optimus-l3-ii-e435-100x100-imadjexxechgepgs.jpeg,http://img6a.flixcart.com/image/mobile/d/9/d/lg-optimus-l3-ii-e435-200x200-imadjexxechgepgs.jpeg,http://img6a.flixcart.com/image/mobile/d/9/d/lg-optimus-l3-ii-e435-original-imadjexxechgepgs.jpeg","7499.0,INR",6074,http://dl.flipkart.com/dl/lg-optimus-l3-ii-e435/p/itme5z5npxgz2wch?pid=MOBDJEXHRU4FRD9D,Mobiles & Accessories>Mobiles,LG,,TRUE,TRUE,FALSE,"[{""title"":""Buy Mobiles along with CasesAndCovers and get 10% off on CasesAndCovers""}]",0,"0.0,INR",,Black,,[],[MOBDJSJSNR9E8DVW],
MOBDT445AJZGMSAD,BQ S60 Black,,"http://img5a.flixcart.com/image/mobile/s/a/d/bq-s60-s60-400x400-imadt4azvrgggszw.jpeg,http://img5a.flixcart.com/image/mobile/s/a/d/bq-s60-s60-275x275-imadt4azvrgggszw.jpeg,http://img6a.flixcart.com/image/mobile/s/a/d/bq-s60-s60-75x75-imadt4azvrgggszw.jpeg,http://img5a.flixcart.com/image/mobile/s/a/d/bq-s60-s60-125x125-imadt4azvrgggszw.jpeg,http://img6a.flixcart.com/image/mobile/s/a/d/bq-s60-s60-40x40-imadt4azvrgggszw.jpeg,http://img5a.flixcart.com/image/mobile/s/a/d/bq-s60-s60-100x100-imadt4azvrgggszw.jpeg,http://img6a.flixcart.com/image/mobile/s/a/d/bq-s60-s60-200x200-imadt4azvrgggszw.jpeg,http://img6a.flixcart.com/image/mobile/s/a/d/bq-s60-s60-original-imadt4azvrgggszw.jpeg","9999.0,INR",6095,http://dl.flipkart.com/dl/bq-s60/p/itmdt447cfjuehcf?pid=MOBDT445AJZGMSAD,Mobiles & Accessories>Mobiles,BQ,,TRUE,TRUE,FALSE,"[{""title"":""""}]",0,"0.0,INR",,Black,cm,[],,
MOBDDAZWWJJCDAJ5,"Sony Xperia Tipo Dual Classic Silver, 2.9 GB",,"http://img6a.flixcart.com/image/mobile/a/j/5/sony-xperia-tipo-dual-400x400-imaddb2pdfzbgpgv.jpeg,http://img5a.flixcart.com/image/mobile/a/j/5/sony-xperia-tipo-dual-75x75-imaddb2pdfzbgpgv.jpeg,http://img5a.flixcart.com/image/mobile/a/j/5/sony-xperia-tipo-dual-275x275-imaddb2pdfzbgpgv.jpeg,http://img5a.flixcart.com/image/mobile/a/j/5/sony-xperia-tipo-dual-125x125-imaddb2pdfzbgpgv.jpeg,http://img6a.flixcart.com/image/mobile/a/j/5/sony-xperia-tipo-dual-40x40-imaddb2pdfzbgpgv.jpeg,http://img6a.flixcart.com/image/mobile/a/j/5/sony-xperia-tipo-dual-100x100-imaddb2pdfzbgpgv.jpeg,http://img6a.flixcart.com/image/mobile/a/j/5/sony-xperia-tipo-dual-200x200-imaddb2pdfzbgpgv.jpeg,http://img6a.flixcart.com/image/mobile/a/j/5/sony-xperia-tipo-dual-original-imaddb2pdfzbgpgv.jpeg","10490.0,INR",6290,http://dl.flipkart.com/dl/sony-xperia-tipo-dual/p/itme6g3hddnptahf?pid=MOBDDAZWWJJCDAJ5,Mobiles & Accessories>Mobiles,Sony,,TRUE,TRUE,FALSE,"[{""title"":""""}]",0,"0.0,INR",,Classic Silver,,[MOBDD2HGHFJTNXJB],[MOBDD2HGHFJTNXJB],
